,file,gender,mask,age,id,class
0,/opt/ml/input/data/train/images/000001_female_Asian_45/mask2.jpg,1,0,1,000001,4
1,/opt/ml/input/data/train/images/000001_female_Asian_45/incorrect_mask.jpg,1,1,1,000001,10
2,/opt/ml/input/data/train/images/000001_female_Asian_45/mask5.jpg,1,0,1,000001,4
3,/opt/ml/input/data/train/images/000001_female_Asian_45/mask1.jpg,1,0,1,000001,4
4,/opt/ml/input/data/train/images/000001_female_Asian_45/normal.jpg,1,2,1,000001,16
5,/opt/ml/input/data/train/images/000001_female_Asian_45/mask3.jpg,1,0,1,000001,4
6,/opt/ml/input/data/train/images/000001_female_Asian_45/mask4.jpg,1,0,1,000001,4
7,/opt/ml/input/data/train/images/000002_female_Asian_52/mask2.jpg,1,0,1,000002,4
8,/opt/ml/input/data/train/images/000002_female_Asian_52/incorrect_mask.jpg,1,1,1,000002,10
9,/opt/ml/input/data/train/images/000002_female_Asian_52/mask5.jpg,1,0,1,000002,4
10,/opt/ml/input/data/train/images/000002_female_Asian_52/mask1.jpg,1,0,1,000002,4
11,/opt/ml/input/data/train/images/000002_female_Asian_52/normal.jpg,1,2,1,000002,16
12,/opt/ml/input/data/train/images/000002_female_Asian_52/mask3.jpg,1,0,1,000002,4
13,/opt/ml/input/data/train/images/000002_female_Asian_52/mask4.jpg,1,0,1,000002,4
14,/opt/ml/input/data/train/images/000004_male_Asian_54/mask2.jpg,0,0,1,000004,1
15,/opt/ml/input/data/train/images/000004_male_Asian_54/incorrect_mask.jpg,0,1,1,000004,7
16,/opt/ml/input/data/train/images/000004_male_Asian_54/mask5.jpg,0,0,1,000004,1
17,/opt/ml/input/data/train/images/000004_male_Asian_54/mask1.jpg,0,0,1,000004,1
18,/opt/ml/input/data/train/images/000004_male_Asian_54/normal.jpg,0,2,1,000004,13
19,/opt/ml/input/data/train/images/000004_male_Asian_54/mask3.jpg,0,0,1,000004,1
20,/opt/ml/input/data/train/images/000004_male_Asian_54/mask4.jpg,0,0,1,000004,1
21,/opt/ml/input/data/train/images/000005_female_Asian_58/mask2.jpg,1,0,1,000005,4
22,/opt/ml/input/data/train/images/000005_female_Asian_58/incorrect_mask.jpg,1,1,1,000005,10
23,/opt/ml/input/data/train/images/000005_female_Asian_58/mask5.jpg,1,0,1,000005,4
24,/opt/ml/input/data/train/images/000005_female_Asian_58/mask1.jpg,1,0,1,000005,4
25,/opt/ml/input/data/train/images/000005_female_Asian_58/normal.jpg,1,2,1,000005,16
26,/opt/ml/input/data/train/images/000005_female_Asian_58/mask3.jpg,1,0,1,000005,4
27,/opt/ml/input/data/train/images/000005_female_Asian_58/mask4.jpg,1,0,1,000005,4
28,/opt/ml/input/data/train/images/000006_female_Asian_59/mask2.jpg,1,0,1,000006,4
29,/opt/ml/input/data/train/images/000006_female_Asian_59/incorrect_mask.jpg,1,1,1,000006,10
30,/opt/ml/input/data/train/images/000006_female_Asian_59/mask5.jpg,1,0,1,000006,4
31,/opt/ml/input/data/train/images/000006_female_Asian_59/mask1.jpg,1,0,1,000006,4
32,/opt/ml/input/data/train/images/000006_female_Asian_59/normal.jpg,1,2,1,000006,16
33,/opt/ml/input/data/train/images/000006_female_Asian_59/mask3.jpg,1,0,1,000006,4
34,/opt/ml/input/data/train/images/000006_female_Asian_59/mask4.jpg,1,0,1,000006,4
35,/opt/ml/input/data/train/images/000007_female_Asian_58/mask2.jpg,1,0,1,000007,4
36,/opt/ml/input/data/train/images/000007_female_Asian_58/incorrect_mask.jpg,1,1,1,000007,10
37,/opt/ml/input/data/train/images/000007_female_Asian_58/mask5.jpg,1,0,1,000007,4
38,/opt/ml/input/data/train/images/000007_female_Asian_58/mask1.jpg,1,0,1,000007,4
39,/opt/ml/input/data/train/images/000007_female_Asian_58/normal.jpg,1,2,1,000007,16
40,/opt/ml/input/data/train/images/000007_female_Asian_58/mask3.jpg,1,0,1,000007,4
41,/opt/ml/input/data/train/images/000007_female_Asian_58/mask4.jpg,1,0,1,000007,4
42,/opt/ml/input/data/train/images/000008_female_Asian_58/mask2.jpg,1,0,1,000008,4
43,/opt/ml/input/data/train/images/000008_female_Asian_58/incorrect_mask.jpg,1,1,1,000008,10
44,/opt/ml/input/data/train/images/000008_female_Asian_58/mask5.jpg,1,0,1,000008,4
45,/opt/ml/input/data/train/images/000008_female_Asian_58/mask1.jpg,1,0,1,000008,4
46,/opt/ml/input/data/train/images/000008_female_Asian_58/normal.jpg,1,2,1,000008,16
47,/opt/ml/input/data/train/images/000008_female_Asian_58/mask3.jpg,1,0,1,000008,4
48,/opt/ml/input/data/train/images/000008_female_Asian_58/mask4.jpg,1,0,1,000008,4
49,/opt/ml/input/data/train/images/000009_female_Asian_56/mask2.jpg,1,0,1,000009,4
50,/opt/ml/input/data/train/images/000009_female_Asian_56/incorrect_mask.jpg,1,1,1,000009,10
51,/opt/ml/input/data/train/images/000009_female_Asian_56/mask5.jpg,1,0,1,000009,4
52,/opt/ml/input/data/train/images/000009_female_Asian_56/mask1.jpg,1,0,1,000009,4
53,/opt/ml/input/data/train/images/000009_female_Asian_56/normal.jpg,1,2,1,000009,16
54,/opt/ml/input/data/train/images/000009_female_Asian_56/mask3.jpg,1,0,1,000009,4
55,/opt/ml/input/data/train/images/000009_female_Asian_56/mask4.jpg,1,0,1,000009,4
56,/opt/ml/input/data/train/images/000010_female_Asian_58/mask2.jpg,1,0,1,000010,4
57,/opt/ml/input/data/train/images/000010_female_Asian_58/incorrect_mask.jpg,1,1,1,000010,10
58,/opt/ml/input/data/train/images/000010_female_Asian_58/mask5.jpg,1,0,1,000010,4
59,/opt/ml/input/data/train/images/000010_female_Asian_58/mask1.jpg,1,0,1,000010,4
60,/opt/ml/input/data/train/images/000010_female_Asian_58/normal.jpg,1,2,1,000010,16
61,/opt/ml/input/data/train/images/000010_female_Asian_58/mask3.jpg,1,0,1,000010,4
62,/opt/ml/input/data/train/images/000010_female_Asian_58/mask4.jpg,1,0,1,000010,4
63,/opt/ml/input/data/train/images/000012_male_Asian_57/mask2.jpg,0,0,1,000012,1
64,/opt/ml/input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg,0,1,1,000012,7
65,/opt/ml/input/data/train/images/000012_male_Asian_57/mask5.jpg,0,0,1,000012,1
66,/opt/ml/input/data/train/images/000012_male_Asian_57/mask1.jpg,0,0,1,000012,1
67,/opt/ml/input/data/train/images/000012_male_Asian_57/normal.jpg,0,2,1,000012,13
68,/opt/ml/input/data/train/images/000012_male_Asian_57/mask3.jpg,0,0,1,000012,1
69,/opt/ml/input/data/train/images/000012_male_Asian_57/mask4.jpg,0,0,1,000012,1
70,/opt/ml/input/data/train/images/000014_female_Asian_58/mask2.jpg,1,0,1,000014,4
71,/opt/ml/input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg,1,1,1,000014,10
72,/opt/ml/input/data/train/images/000014_female_Asian_58/mask5.jpg,1,0,1,000014,4
73,/opt/ml/input/data/train/images/000014_female_Asian_58/mask1.jpg,1,0,1,000014,4
74,/opt/ml/input/data/train/images/000014_female_Asian_58/normal.jpg,1,2,1,000014,16
75,/opt/ml/input/data/train/images/000014_female_Asian_58/mask3.jpg,1,0,1,000014,4
76,/opt/ml/input/data/train/images/000014_female_Asian_58/mask4.jpg,1,0,1,000014,4
77,/opt/ml/input/data/train/images/000015_male_Asian_55/mask2.jpg,0,0,1,000015,1
78,/opt/ml/input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg,0,1,1,000015,7
79,/opt/ml/input/data/train/images/000015_male_Asian_55/mask5.jpg,0,0,1,000015,1
80,/opt/ml/input/data/train/images/000015_male_Asian_55/mask1.jpg,0,0,1,000015,1
81,/opt/ml/input/data/train/images/000015_male_Asian_55/normal.jpg,0,2,1,000015,13
82,/opt/ml/input/data/train/images/000015_male_Asian_55/mask3.jpg,0,0,1,000015,1
83,/opt/ml/input/data/train/images/000015_male_Asian_55/mask4.jpg,0,0,1,000015,1
84,/opt/ml/input/data/train/images/000016_female_Asian_58/mask2.jpg,1,0,1,000016,4
85,/opt/ml/input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg,1,1,1,000016,10
